anonymous,author_shopid,author_username,cat_id,cmtid,comment,count_rating_with_image,count_with_context,ctime,editable,item_id,mtime,orderid,product_title,rating,rating_count0,rating_count1,rating_count2,rating_count3,rating_count4,rating_count5,rating_star,shop_id,userid
FALSE,6942847,oppie.rezalina,3404,2324888776,Nyoba yg 1 bulan dulu. Admin fast respon parah. Jam 11 malem pun diladenin haha. Proses cepat gasampe 5 menit uda dikirim. So far sangat puas gaada kendala sama sekali 👏👏,842,1156,1588391573,1,4424230615,1588391573,,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1,4661,7,0,2,6,7804,5,43809563,6944139
,,,,,,,,,,,,,,,,,,,,,,,
FALSE,29824970,putrinajata,2678,2441974577,Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik.,284,680,1590319160,1,4822872755,1590319160,,NETFLIX PREMIUM 1 BULAN 4K ANTI ON,1,1316,2,4,1,44,3584,5,134248812,29826354
,,,,,,,,,,,,,,,,,,,,,,,
FALSE,242557854,sipigum_beauty_store,2678,2449130417,"Seller selalu mantapp..
Udah orederann yang ke belasan kalinya
Tidak pernah mengecewakann
Recommend seller and store..
Seller selalu mantapp..
Udah orederann yang ke belasan kalinya
Tidak pernah mengecewakann
Recommend seller and store..",284,680,1590502971,1,4822872755,1590502971,,NETFLIX PREMIUM 1 BULAN 4K ANTI ON,1,1316,2,4,1,44,3584,5,134248812,242563475
,,,,,,,,,,,,,,,,,,,,,,,
FALSE,242557854,sipigum_beauty_store,2678,2449138373,"Seller selalu mantapp..
Udah orederann yang ke belasan kalinya
Tidak pernah mengecewakann
Recommend seller and store..
Seller selalu mantapp..
Udah orederann yang ke belasan kalinya
Tidak pernah mengecewakann
Recommend seller and store..",284,680,1590503120,1,4822872755,1590503120,,NETFLIX PREMIUM 1 BULAN 4K ANTI ON,1,1316,2,4,1,44,3584,5,134248812,242563475
,,,,,,,,,,,,,,,,,,,,,,,
FALSE,59530848,afi.indra,2678,2330334860,"Very nice!
Fast response.. Palingan semenit check out langsung dikasih email + password
Udah dicoba buat nonton. So far so good.. Mudah2an lancar jaya",284,680,1588494671,1,4822872755,1588494671,,NETFLIX PREMIUM 1 BULAN 4K ANTI ON,1,1316,2,4,1,44,3584,5,134248812,59532278
,,,,,,,,,,,,,,,,,,,,,,,
FALSE,21443783,faisaltif,2902,2319879989,"Mantaaaaaab, poduk oriiii, harga muraaaahhh, pokonya recommended seller dehhhh, bakal repeat pokonya baguusssss, terimaa kaasiiiihhhhhh yaaaaaaaaa kereeeeeennnnnnnn",922,2182,1588285786,1,2767211185,1588285786,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,21445119
